X-axis well locations,Y-axis well locations,Layer of perforations,Injection/Production rates,Result
12,13,5,5000,0.865822102
39,4,4,5000,0.84805953
23,18,5,5000,0.871385352
50,44,8,30000,0.792666565
22,16,3,5000,0.829789764
37,43,7,5000,0.889106763
15,16,7,30000,0.803226533
3,39,4,10000,0.830650585
5,26,5,10000,0.846314825
40,36,3,30000,0.754780756
24,18,6,5000,0.885057861
44,8,4,20000,0.787239818
50,44,4,10000,0.830007209
4,30,5,20000,0.824924159
10,16,2,30000,0.729570377
12,12,6,30000,0.788920684
21,25,8,10000,0.910235018
18,30,1,5000,0.709293993
38,27,2,20000,0.768058246
17,47,8,10000,0.881042817
7,37,2,10000,0.773228758
24,13,2,30000,0.737322086
27,36,8,10000,0.887190797
27,38,5,5000,0.870068347
4,26,3,5000,0.834329072
13,2,8,10000,0.897087922
7,34,1,5000,0.697140295
39,49,3,20000,0.787513041
42,8,6,5000,0.875628182
10,14,4,5000,0.847884773
14,36,5,5000,0.867215776
1,47,2,10000,0.789811582
49,42,3,5000,0.830208251
31,44,8,20000,0.855927315
48,3,3,10000,0.819042613
11,12,2,20000,0.75607841
4,23,8,30000,0.803908381
41,33,6,30000,0.791252743
34,36,3,5000,0.82503229
31,36,8,5000,0.904195509
28,12,4,20000,0.816192467
44,39,6,5000,0.875995795
10,4,3,5000,0.822683815
22,40,8,30000,0.810038479
25,31,7,5000,0.895320466
27,13,7,30000,0.805949603
6,1,6,10000,0.857886397
9,42,2,30000,0.721947794
9,37,3,20000,0.787382543
49,25,3,5000,0.841706456
24,16,4,30000,0.781010729
17,19,1,5000,0.703533678
24,36,8,10000,0.893976926
18,42,8,20000,0.855738687
31,19,8,5000,0.910666642
2,48,6,30000,0.775058764
50,31,1,20000,0.70292108
45,17,2,10000,0.778079595
36,11,1,20000,0.692953654
23,49,6,5000,0.891333468
41,45,4,10000,0.825887728
2,34,6,5000,0.880745735
27,18,8,5000,0.907704806
6,3,8,5000,0.893068304
4,8,1,5000,0.702819457
7,49,5,5000,0.861868653
27,30,4,20000,0.825990349
22,22,5,20000,0.840517442
29,33,7,20000,0.858488811
24,21,5,5000,0.873996993
18,2,5,30000,0.777470587
13,28,6,10000,0.855188005
45,4,7,20000,0.824648937
3,6,5,5000,0.863184586
21,44,8,10000,0.877168809
35,19,4,10000,0.836629537
33,5,8,10000,0.880264558
11,49,5,30000,0.77419045
42,30,6,10000,0.852571743
13,26,7,20000,0.853449367
15,18,7,30000,0.804655264
3,13,2,10000,0.781958484
10,47,3,30000,0.747899842
35,2,8,30000,0.800343685
45,38,4,10000,0.826586829
41,10,1,30000,0.667639529
18,36,3,20000,0.797383498
43,13,6,20000,0.816839058
13,38,8,20000,0.854605137
11,8,8,10000,0.878795012
36,21,2,5000,0.789540064
12,21,4,30000,0.773564918
32,27,3,30000,0.767917668
12,36,6,5000,0.878669197
43,40,6,5000,0.876026983
27,13,4,20000,0.817728503
29,16,7,20000,0.856158321
32,47,7,10000,0.864167726
20,32,2,20000,0.773279999
25,17,4,30000,0.782158676
21,27,8,10000,0.910080416
26,50,8,10000,0.895851744
14,35,3,20000,0.793939159
1,32,5,20000,0.818386114
22,1,3,5000,0.834408939
45,48,6,20000,0.822322692
42,17,6,30000,0.790661272
27,47,1,10000,0.707336483
36,1,5,20000,0.816586447
12,26,7,30000,0.804529128
24,43,2,5000,0.790574799
43,1,5,30000,0.769453964
15,30,5,10000,0.848622098
41,8,3,5000,0.820612495
7,21,2,20000,0.762368668
10,23,2,5000,0.789771291
30,23,4,30000,0.784971646
48,49,1,30000,0.670380533
25,50,7,5000,0.890952658
45,38,5,20000,0.8055344
11,30,7,5000,0.889739564
43,1,1,10000,0.705535498
34,17,2,30000,0.737353118
23,9,3,30000,0.757295433
15,17,5,30000,0.788241979
44,39,8,10000,0.878549215
10,3,6,20000,0.828570406
28,48,5,30000,0.781873838
32,17,7,30000,0.80652843
17,41,8,5000,0.902063821
41,35,6,30000,0.790282156
36,16,8,10000,0.882663267
44,48,2,10000,0.778961755
1,31,2,20000,0.761187257
29,20,4,30000,0.783829463
3,39,4,30000,0.7625175
41,41,1,20000,0.684309491
38,33,4,20000,0.814195804
33,21,2,5000,0.789210831
37,50,4,30000,0.762572959
39,16,3,30000,0.755213826
6,46,1,20000,0.68709719
12,41,3,5000,0.821165426
44,19,1,10000,0.698257627
41,20,5,20000,0.82723201
11,44,8,10000,0.878219403
20,5,5,20000,0.824406275
5,15,2,20000,0.758439421
41,13,7,20000,0.84302812
49,41,7,30000,0.788861068
11,24,2,5000,0.789017135
35,16,8,20000,0.860275901
7,50,7,10000,0.864643872
35,21,7,30000,0.806783891
49,50,1,30000,0.67004233
38,21,3,30000,0.761884195
43,39,4,20000,0.790439977
30,22,2,30000,0.744085447
2,50,1,10000,0.704451789
4,46,5,10000,0.840051707
46,32,1,20000,0.69691692
19,43,7,5000,0.888681999
1,41,3,5000,0.829723473
31,4,7,5000,0.890411572
22,27,1,5000,0.71149235
16,11,3,5000,0.826082642
23,38,8,20000,0.8616425
44,7,6,5000,0.873840552
41,23,7,5000,0.891866053
22,41,5,30000,0.78394401
3,15,2,10000,0.782948571
15,42,8,5000,0.902510583
22,7,4,20000,0.812261036
22,2,5,10000,0.853163702
29,17,7,30000,0.808560161
37,34,8,20000,0.859425547
21,4,4,20000,0.811103452
33,1,6,30000,0.783664198
39,45,8,20000,0.848135178
24,6,5,5000,0.869532518
37,43,2,20000,0.756795792
21,34,7,20000,0.857055771
5,13,4,10000,0.830698226
2,6,8,20000,0.841486088
4,2,1,5000,0.710293772
4,5,8,5000,0.890972345
18,20,3,30000,0.765595481
26,25,3,5000,0.83115886
17,28,8,10000,0.895031028
45,25,1,5000,0.701694818
42,25,1,20000,0.701063169
48,14,5,30000,0.777404604
18,13,2,5000,0.783923137
41,17,2,5000,0.782390251
43,43,1,30000,0.665346309
17,42,1,20000,0.694004091
7,20,3,10000,0.812222864
45,39,5,30000,0.775608467
40,20,7,10000,0.862202737
24,20,5,10000,0.853855552
7,3,7,30000,0.78686437
48,48,2,20000,0.755064003
35,20,1,10000,0.707790937
26,5,7,20000,0.84695366
44,23,3,20000,0.793292965
3,47,5,10000,0.844333568
28,17,3,20000,0.802790178
48,19,8,30000,0.80412874
35,3,5,30000,0.777908368
28,11,4,10000,0.83547354
26,41,1,5000,0.703019394
12,22,1,30000,0.683500377
46,44,6,10000,0.849368878
26,22,8,30000,0.820598024
44,50,2,10000,0.791241794
28,43,4,5000,0.854572993
48,19,4,10000,0.835791315
36,41,8,30000,0.804079109
22,21,8,30000,0.819493759
23,16,3,5000,0.831178122
19,41,1,10000,0.698069474
21,47,3,20000,0.792032866
49,38,7,20000,0.836933913
31,36,3,20000,0.798888558
48,46,8,30000,0.795213279
15,36,1,20000,0.6997832
45,5,5,30000,0.770715261
17,32,5,20000,0.834446715
12,18,6,10000,0.854327925
9,30,1,30000,0.67817624
39,11,2,5000,0.777315663
39,18,1,5000,0.697332438
12,20,3,5000,0.827508012
26,5,8,30000,0.806976465
48,2,4,10000,0.838305343
19,18,6,20000,0.846964362
32,8,2,20000,0.761745031
1,16,2,20000,0.759310803
49,20,7,30000,0.795989477
45,5,1,10000,0.69064371
24,25,4,5000,0.853919182
16,16,4,10000,0.831607071
21,20,5,10000,0.852853548
44,9,5,5000,0.861451303
33,27,5,30000,0.79402415
28,6,7,20000,0.842055036
30,20,8,5000,0.918616052
12,1,6,10000,0.857442399
1,33,3,30000,0.749476156
11,18,6,20000,0.833375478
15,44,7,5000,0.889913586
40,17,7,30000,0.798051578
30,7,1,30000,0.678313447
35,34,5,20000,0.831139452
22,43,5,30000,0.783487533
9,50,3,30000,0.74627802
37,8,6,20000,0.817782534
42,23,4,20000,0.813614981
13,26,4,30000,0.778257288
16,32,1,10000,0.706630779
36,7,4,10000,0.830952181
46,19,7,5000,0.890732157
10,26,4,10000,0.834601413
35,39,1,10000,0.696862388
31,11,3,20000,0.794168222
4,20,4,20000,0.810367171
29,9,5,30000,0.783240714
37,14,8,10000,0.880468414
40,9,1,30000,0.667851139
32,10,4,30000,0.771588508
45,36,5,20000,0.816299958
3,12,3,10000,0.812478627
15,50,5,30000,0.77149337
29,13,1,30000,0.684718569
18,5,2,30000,0.728743636
15,16,4,20000,0.814711394
23,39,5,20000,0.830404366
9,10,4,30000,0.763496096
9,30,8,10000,0.882230627
34,43,2,5000,0.782998158
26,34,7,5000,0.892657524
31,49,5,5000,0.875352805
22,47,7,30000,0.797265022
35,43,6,30000,0.789889282
3,4,7,30000,0.786253381
16,35,7,30000,0.803629421
4,37,1,10000,0.702068116
8,6,3,10000,0.805865705
7,10,7,5000,0.886130693
29,19,4,20000,0.823883834
7,17,4,10000,0.831766674
16,46,2,30000,0.728362439
21,49,2,20000,0.762744707
44,32,7,20000,0.840716565
35,26,6,30000,0.801483763
15,26,5,5000,0.869324825
47,9,2,20000,0.75644126
2,10,2,5000,0.79804863
1,4,8,10000,0.886754934
46,28,6,20000,0.837117741
3,9,8,5000,0.898019705
32,10,1,20000,0.698048875
6,24,2,10000,0.783688101
19,48,6,5000,0.884677058
11,37,6,20000,0.834916447
13,1,3,30000,0.748187329
2,38,4,30000,0.763292977
22,23,4,10000,0.84024492
35,26,2,10000,0.788221959
30,46,5,10000,0.845106489
24,26,7,10000,0.879464432
29,45,5,30000,0.783474754
5,6,6,30000,0.778884272
23,41,7,30000,0.803190078
29,11,4,20000,0.81493698
28,10,6,10000,0.854562063
10,8,2,10000,0.766900235
9,44,8,30000,0.79890463
17,12,5,10000,0.843788812
12,28,2,30000,0.73650141
18,37,4,5000,0.849211784
36,26,3,10000,0.819869431
32,25,8,30000,0.819064924
20,20,3,10000,0.82688885
29,45,1,10000,0.702227308
24,9,6,10000,0.85331131
28,49,5,5000,0.874227763
38,31,1,10000,0.70297466
40,23,1,20000,0.70220714
19,8,1,20000,0.696454429
16,5,3,30000,0.753242991
42,44,8,10000,0.878656785
8,9,5,10000,0.839154386
23,24,7,30000,0.816278176
5,11,7,5000,0.887556417
37,10,6,20000,0.823888583
5,23,3,20000,0.792286303
36,8,4,20000,0.807730967
5,48,6,10000,0.853929321
38,7,4,5000,0.8488417
43,28,7,10000,0.861818797
22,23,5,20000,0.841638797
4,45,6,10000,0.852298213
15,42,3,20000,0.7881914
8,14,8,10000,0.879772793
10,6,8,20000,0.848083924
10,30,1,5000,0.698346827
48,8,5,10000,0.842244416
2,46,1,5000,0.709288877
44,44,3,20000,0.777001114
23,14,6,30000,0.799498147
23,2,8,20000,0.851099523
26,45,6,20000,0.837811516
16,8,7,10000,0.858270288
32,12,4,30000,0.772435984
48,40,5,5000,0.867299179
40,24,6,10000,0.856095906
38,46,1,5000,0.703539473
9,29,2,5000,0.790006756
29,33,4,10000,0.839838199
31,30,3,30000,0.767402566
10,10,4,20000,0.789736369
7,7,6,30000,0.781215252
34,18,1,20000,0.708031636
7,29,7,5000,0.888271353
47,23,4,5000,0.85885207
5,49,4,30000,0.757561336
3,35,8,30000,0.803737263
45,43,2,5000,0.775703333
20,29,4,20000,0.824580385
18,29,3,5000,0.830447395
25,12,3,5000,0.830868553
12,9,5,5000,0.865724871
29,9,7,5000,0.889187763
43,25,1,20000,0.700532128
5,8,7,10000,0.858598884
43,22,2,10000,0.782460107
45,20,3,5000,0.82976917
28,38,3,30000,0.762397834
25,27,7,20000,0.863006563
42,24,2,20000,0.764287415
9,15,7,10000,0.857686884
29,13,3,5000,0.831162017
31,46,1,30000,0.679566894
22,32,6,30000,0.803390648
18,12,3,5000,0.826103485
12,3,1,30000,0.672329045
8,47,2,5000,0.783903791
12,4,1,20000,0.693123088
24,37,4,30000,0.779269664
17,43,3,20000,0.789726036
45,1,6,10000,0.860115845
19,48,8,10000,0.901242237
7,11,8,30000,0.800429913
23,45,6,20000,0.837473646
26,10,3,10000,0.813664772
42,50,3,30000,0.746400711
12,6,5,10000,0.84130759
17,14,7,5000,0.887306947
25,37,5,10000,0.848417473
46,47,7,30000,0.78469483
18,40,1,10000,0.697970493
5,49,1,20000,0.697502155
19,6,5,20000,0.82385611
21,14,7,30000,0.805808982
6,9,2,10000,0.768259867
46,47,3,10000,0.808941427
2,43,8,10000,0.893481205
6,41,2,5000,0.774830564
31,49,3,30000,0.753404636
18,28,1,20000,0.714002831
5,24,1,5000,0.705243108
46,23,6,5000,0.88121554
50,17,7,30000,0.790905937
17,40,6,20000,0.837394088
7,27,1,10000,0.702795367
32,11,3,10000,0.813837357
11,43,7,20000,0.829550902
34,47,7,20000,0.841275981
25,9,2,30000,0.732259988
28,47,1,20000,0.701771342
29,35,5,5000,0.867908776
23,11,6,20000,0.841726309
28,50,8,20000,0.849261842
42,9,4,30000,0.763636259
32,41,6,10000,0.851579795
29,46,2,30000,0.730113067
34,6,7,10000,0.860623755
28,20,7,30000,0.814562651
10,46,5,30000,0.7726334
23,31,8,5000,0.911559187
12,15,6,20000,0.836632103
45,13,2,10000,0.772944075
9,12,8,30000,0.800141271
27,14,5,10000,0.848564282
46,19,2,20000,0.761368401
23,38,5,10000,0.847916091
9,21,2,30000,0.731672992
27,19,5,20000,0.839113459
37,7,7,20000,0.832219304
30,35,6,10000,0.861946731
28,50,2,5000,0.806453745
14,34,5,20000,0.829154784
19,44,4,10000,0.831047893
12,32,7,30000,0.802957629
40,18,1,5000,0.697725496
32,24,6,10000,0.862357733
47,35,8,10000,0.876707273
15,4,3,20000,0.788858173
10,29,5,30000,0.783918013
20,37,8,5000,0.906488765
7,27,2,20000,0.763751325
3,37,4,10000,0.831977162
33,11,7,30000,0.801702167
31,43,1,20000,0.69741308
21,13,1,10000,0.704287509
21,6,2,10000,0.782453635
20,48,5,30000,0.779081754
1,44,8,10000,0.890223398
38,31,1,30000,0.683353025
36,48,2,10000,0.783828426
30,22,6,30000,0.804663302
10,29,1,10000,0.701467166
12,25,5,10000,0.848456023
39,6,6,30000,0.784506907
50,4,8,5000,0.905888387
29,12,2,30000,0.735926943
1,41,7,5000,0.885348591
33,11,3,10000,0.810776142
11,43,4,10000,0.827600275
10,12,5,30000,0.777075981
20,48,1,10000,0.710518405
19,25,5,20000,0.839300651
11,23,1,30000,0.683224988
48,41,2,5000,0.789201326
16,16,6,5000,0.878136155
16,28,1,20000,0.710913552
39,40,3,20000,0.786682444
39,28,5,10000,0.848036131
44,20,6,20000,0.83182484
2,37,4,20000,0.804674882
23,4,5,10000,0.848881581
4,45,6,30000,0.778593427
21,42,1,30000,0.678179707
9,11,6,30000,0.785513328
14,34,6,30000,0.793238432
13,44,3,20000,0.78777566
36,31,2,10000,0.78470806
36,36,1,20000,0.699710001
9,43,8,20000,0.848891405
40,47,8,20000,0.846635001
27,43,8,5000,0.90411575
38,33,5,10000,0.84349595
22,16,2,20000,0.771493328
4,49,2,30000,0.720844662
35,35,7,5000,0.8869276
4,38,3,10000,0.813522262
19,7,3,5000,0.828380466
49,11,5,20000,0.81590991
21,45,4,10000,0.833263228
18,50,8,20000,0.847867546
32,35,2,20000,0.76921813
22,43,3,5000,0.829384903
12,25,6,20000,0.842840456
24,46,3,10000,0.817502418
23,30,6,20000,0.852158048
38,10,6,10000,0.850330088
30,10,7,5000,0.888402936
27,26,8,5000,0.908405727
24,25,7,10000,0.879349577
13,19,3,5000,0.825931734
49,15,1,20000,0.699742273
50,49,8,20000,0.834932058
4,14,7,5000,0.885865276
30,22,3,20000,0.805784316
31,26,8,30000,0.819971375
50,3,6,5000,0.877452169
5,2,8,20000,0.841067937
25,33,2,5000,0.791387458
12,37,3,5000,0.82488066
37,25,5,5000,0.869899205
29,37,5,5000,0.871235175
39,26,5,5000,0.870883509
5,36,5,10000,0.84622323
39,42,6,30000,0.78616014
40,37,1,5000,0.690000882
9,33,1,5000,0.69651759
13,43,1,20000,0.686990073
10,16,3,10000,0.809093036
46,2,7,5000,0.886487042
41,1,4,10000,0.832161453
32,35,3,30000,0.763061171
2,32,3,10000,0.828007634
48,6,3,30000,0.744027656
13,12,7,10000,0.85646815
25,16,2,5000,0.792905218
17,24,4,5000,0.85397896
48,28,4,5000,0.857913731
40,24,3,20000,0.79576841
16,42,6,30000,0.790149101
21,47,7,20000,0.845858317
45,24,2,5000,0.791428749
42,16,5,5000,0.867746667
31,36,7,20000,0.853908002
26,31,4,5000,0.851573109
17,14,5,30000,0.78376935
20,45,5,20000,0.819277555
11,10,7,30000,0.792622347
1,45,8,20000,0.838718334
8,28,8,20000,0.857583686
33,14,2,10000,0.782513171
4,20,1,10000,0.706261972
33,19,2,20000,0.771713812
34,48,4,20000,0.809242733
48,22,1,30000,0.680430141
48,18,1,10000,0.710672085
27,3,1,10000,0.712042127
16,31,1,20000,0.708678835
47,20,8,10000,0.894558376
11,17,2,10000,0.776857237
49,36,4,30000,0.766739902
31,19,7,20000,0.858212606
13,9,1,20000,0.687532806
23,17,3,30000,0.76622012
26,7,5,5000,0.870734582
28,10,8,5000,0.906290564
15,14,6,10000,0.851559161
4,47,5,30000,0.768107094
28,17,4,10000,0.838965029
1,5,5,30000,0.765820245
49,37,4,20000,0.804619611
31,8,6,30000,0.791731543
49,29,4,5000,0.861128886
15,3,5,20000,0.818233513
8,9,7,5000,0.885443889
39,6,8,5000,0.900008242
10,35,6,30000,0.790145776
26,3,1,20000,0.704158045
5,16,8,10000,0.880579169
11,30,1,5000,0.699419225
36,16,6,30000,0.796096462
44,5,5,20000,0.801370893
20,1,7,10000,0.867457081
21,12,3,10000,0.813650755
6,22,8,20000,0.8557473
41,21,7,20000,0.849620807
43,6,8,30000,0.796367013
13,48,7,10000,0.864756156
7,31,4,30000,0.772226363
41,48,7,5000,0.88427001
9,34,7,30000,0.79726614
33,32,8,10000,0.894042971
31,38,1,5000,0.700881136
4,45,8,5000,0.894031603
6,36,1,30000,0.671750045
20,47,5,5000,0.868857551
22,7,1,30000,0.678832873
43,35,6,10000,0.852657955
30,19,3,10000,0.826665587
34,45,7,20000,0.839513548
29,31,8,10000,0.909031714
10,18,6,30000,0.79110337
46,35,2,10000,0.779170479
18,34,8,30000,0.815919545
18,41,7,30000,0.798479196
50,28,5,30000,0.776915747
32,26,1,30000,0.693240591
11,37,5,5000,0.867642051
2,29,7,20000,0.84171458
40,38,3,10000,0.807382435
34,23,4,20000,0.822457453
13,18,2,30000,0.73540819
20,37,6,30000,0.798313752
41,4,7,20000,0.832262647
13,31,7,10000,0.865871479
28,49,8,10000,0.899096289
32,20,2,20000,0.773315268
12,48,7,20000,0.837418209
36,3,2,30000,0.727202427
17,33,4,30000,0.779161291
43,18,6,10000,0.851868066
50,33,8,30000,0.798595819
25,45,6,10000,0.856846152
27,22,4,30000,0.785437777
30,2,3,10000,0.823078158
32,32,3,20000,0.802368707
1,30,8,5000,0.907383315
9,38,8,5000,0.89971166
46,22,2,30000,0.730175168
13,13,7,20000,0.835645274
45,28,3,20000,0.792438844
2,12,7,20000,0.836807332
1,37,5,10000,0.846427975
44,2,8,20000,0.843403586
47,40,7,10000,0.863580952
42,17,7,10000,0.859537193
23,4,5,30000,0.781509152
41,49,1,5000,0.710033417
9,47,2,5000,0.78521176
29,46,8,5000,0.905409313
13,14,7,10000,0.859231445
12,31,7,20000,0.85085533
50,33,4,10000,0.837530155
26,6,3,20000,0.792871831
28,2,7,20000,0.842009046
31,33,7,10000,0.870619285
23,31,3,20000,0.805452442
17,16,4,30000,0.777738052
43,5,6,30000,0.780558106
25,4,4,30000,0.770958471
5,23,2,5000,0.795230122
36,25,3,20000,0.800677849
13,3,6,20000,0.828355919
22,39,5,30000,0.788401828
48,10,7,20000,0.8381401
33,44,6,5000,0.881377447
20,46,3,5000,0.832410181
12,29,6,5000,0.882003098
14,50,6,20000,0.823851512
24,3,2,20000,0.763484229
49,48,3,5000,0.835432285
43,5,2,10000,0.76972826
19,42,2,30000,0.731236316
48,13,4,5000,0.850863572
50,27,3,30000,0.753656255
45,8,5,10000,0.83946625
40,1,2,5000,0.793640974
41,13,8,30000,0.803793524
34,22,2,20000,0.772480048
47,48,8,5000,0.891667604
38,38,8,30000,0.807225847
31,18,4,5000,0.853275333
10,8,6,10000,0.849468998
30,33,7,20000,0.857923419
22,42,8,10000,0.882436537
39,50,2,30000,0.721381205
13,49,2,20000,0.759611548
49,38,4,30000,0.763091947
35,25,3,30000,0.765646743
20,29,3,5000,0.829315322
47,10,7,30000,0.789377705
6,41,8,20000,0.848063244
3,19,1,30000,0.67930347
1,29,6,5000,0.882196176
3,47,3,30000,0.7441492
38,40,1,5000,0.689899595
13,6,8,5000,0.900911694
30,31,6,5000,0.885409393
17,25,1,5000,0.714703352
37,42,8,5000,0.900706596
48,46,1,20000,0.69502908
30,38,3,10000,0.814626318
16,6,3,10000,0.810173199
47,10,3,10000,0.810926602
41,29,6,30000,0.792506462
18,21,6,10000,0.861490452
16,43,1,5000,0.695170319
41,23,6,20000,0.835547576
10,37,6,30000,0.789444339
30,21,7,30000,0.813957149
37,4,7,30000,0.790806743
40,40,6,30000,0.785322975
28,2,4,10000,0.840978031
36,24,1,20000,0.709516224
49,12,6,10000,0.855126006
44,41,2,10000,0.769317028
41,50,7,5000,0.885258159
45,45,7,20000,0.822327002
46,43,1,20000,0.688157971
50,25,5,20000,0.819855288
35,35,2,20000,0.766090814
20,20,8,20000,0.867243217
40,40,2,10000,0.767212978
21,31,4,20000,0.824258732
36,34,1,5000,0.710312598
50,42,6,30000,0.778494161
22,5,8,5000,0.906608099
15,37,8,20000,0.857644218
2,20,6,30000,0.786831962
40,27,2,30000,0.736166065
26,37,4,20000,0.819122544
28,33,8,20000,0.866615832
10,36,3,30000,0.754565494
48,4,1,5000,0.705516285
32,33,2,5000,0.788858624
26,7,3,30000,0.75738232
47,42,7,10000,0.860901416
33,18,5,30000,0.791484003
15,16,1,30000,0.681971575
8,17,1,10000,0.696290619
10,37,3,20000,0.782764373
7,19,8,10000,0.880017003
45,6,8,10000,0.877610106
15,42,4,10000,0.828442958
17,38,8,10000,0.882141143
11,21,5,30000,0.784336447
13,5,6,20000,0.813662293
33,18,1,10000,0.707743514
29,39,4,10000,0.835888026
28,40,1,5000,0.700733045
47,30,6,20000,0.835960908
39,38,8,20000,0.853846786
11,50,3,10000,0.819287924
38,35,8,20000,0.857264049
18,8,3,20000,0.790644454
25,19,5,20000,0.839264407
39,6,4,5000,0.848555967
4,4,5,20000,0.810335999
36,9,3,30000,0.751366744
44,21,5,10000,0.845281725
15,1,2,30000,0.724215252
30,47,5,30000,0.781344692
46,12,2,5000,0.783292392
6,18,4,30000,0.768632745
1,11,4,20000,0.79837902
35,47,6,10000,0.855423174
12,22,2,10000,0.783746329
1,4,5,20000,0.805530205
28,23,1,5000,0.711676159
35,40,8,10000,0.879278438
50,12,2,30000,0.72140125
47,12,7,30000,0.791406177
1,45,1,10000,0.705525451
49,33,3,5000,0.837434116
44,38,6,20000,0.816505039
20,21,3,30000,0.767356054
24,31,3,30000,0.768307545
17,3,8,20000,0.850017576
13,40,1,30000,0.672351838
44,8,5,30000,0.773580328
47,5,6,5000,0.872015355
44,4,5,10000,0.840640022
18,23,5,10000,0.852801115
33,17,3,30000,0.763267299
43,46,8,30000,0.795451783
49,45,4,5000,0.851656621
6,26,7,20000,0.842292357
26,34,1,5000,0.714451861
25,1,2,10000,0.800193773
30,29,1,20000,0.716845422
33,45,3,5000,0.829860661
19,34,5,30000,0.791044059
14,10,5,5000,0.867075098
14,45,6,5000,0.880739427
41,31,1,10000,0.699069296
48,50,5,10000,0.854840672
45,42,8,10000,0.878312024
4,35,1,10000,0.703540639
14,24,1,10000,0.70819219
19,25,4,5000,0.851793498
44,13,6,5000,0.87889772
5,43,3,10000,0.806671904
41,36,6,5000,0.878493443
28,13,4,5000,0.853142444
6,8,8,30000,0.796099235
44,32,1,20000,0.695642753
38,5,4,20000,0.80067809
40,25,6,30000,0.797164875
33,44,4,30000,0.768154444
41,14,1,10000,0.69283062
50,9,5,30000,0.769354514
9,27,1,20000,0.700902773
11,42,4,20000,0.795101611
29,29,6,30000,0.805044995
26,2,8,20000,0.850844576
44,47,7,30000,0.786662194
14,7,1,10000,0.693293832
5,12,8,5000,0.898871727
5,19,7,5000,0.892349609
17,21,3,30000,0.765283722
25,33,5,10000,0.853157292
48,50,6,20000,0.815083509
9,26,7,5000,0.891480588
31,48,5,30000,0.779199252
44,33,8,5000,0.899666105
44,47,3,10000,0.809285616
26,38,3,5000,0.831551238
19,15,7,5000,0.890557735
25,15,2,30000,0.739512485
28,46,2,20000,0.762766685
43,16,4,30000,0.767482952
46,22,8,5000,0.90602535
38,22,1,10000,0.704926071
32,15,4,20000,0.817907951
4,23,5,20000,0.820310204
9,33,4,10000,0.830350879
9,37,4,30000,0.766356569
42,10,5,20000,0.805380613
19,22,4,10000,0.839653813
23,34,1,5000,0.713313917
43,9,3,5000,0.819226348
12,41,2,10000,0.767177698
12,46,1,20000,0.690523337
7,5,7,10000,0.859008673
34,12,8,10000,0.881183435
29,41,4,10000,0.831164454
23,24,1,30000,0.696643249
15,28,3,10000,0.817391723
21,42,5,30000,0.783283105
34,26,1,20000,0.713074129
3,43,8,30000,0.795818763
28,24,3,10000,0.828253848
1,1,5,10000,0.844394534
6,40,7,10000,0.857741095
18,49,4,10000,0.837144472
49,34,5,10000,0.847002933
20,6,2,20000,0.761519515
38,48,2,20000,0.758827335
33,27,7,5000,0.892655088
29,33,8,30000,0.818426556
4,47,3,5000,0.824547227
13,28,7,20000,0.853182267
16,32,7,5000,0.888821581
29,24,4,10000,0.840654449
23,27,5,10000,0.852959504
39,32,1,20000,0.700435074
5,28,6,20000,0.836785855
27,42,7,30000,0.80273296
22,28,8,20000,0.869808066
38,47,8,5000,0.899519952
16,22,8,30000,0.816746413
6,23,7,10000,0.861187132
18,36,4,30000,0.777643977
11,32,2,5000,0.785856517
15,1,4,5000,0.853975336
19,6,2,30000,0.728526762
30,19,5,5000,0.874006353
25,3,1,10000,0.711899775
18,48,5,30000,0.778353243
27,47,2,20000,0.764175717
18,14,4,20000,0.815745534
18,42,6,20000,0.836924222
2,13,3,30000,0.748787833
20,6,3,30000,0.75430131
12,49,8,5000,0.908468472
6,10,7,30000,0.790986811
8,38,2,5000,0.776844758
4,10,7,20000,0.831917684
6,49,8,20000,0.837663772
24,13,7,10000,0.867546623
6,10,5,5000,0.862578602
46,18,4,5000,0.852075319
47,2,7,5000,0.885521467
45,33,7,20000,0.8403627
27,36,2,30000,0.7393343
32,44,1,30000,0.677120229
30,14,1,20000,0.706085922
27,30,2,20000,0.777009548
7,49,3,5000,0.830140592
16,5,4,10000,0.833513641
48,35,5,10000,0.846863094
35,19,2,10000,0.785026351
22,18,1,5000,0.714152342
28,44,6,20000,0.838161678
15,33,7,5000,0.889971249
6,32,8,20000,0.854434429
18,24,3,10000,0.822069679
15,47,3,10000,0.813823727
17,48,6,20000,0.834067429
35,1,2,20000,0.759290275
9,46,2,30000,0.721624955
27,8,3,10000,0.812707602
9,28,7,5000,0.890222208
42,7,5,10000,0.84006134
4,29,1,5000,0.709537195
13,4,5,10000,0.842300065
5,10,3,20000,0.780141362
48,20,2,5000,0.8027977
9,7,2,10000,0.768493237
27,12,1,5000,0.705562798
47,40,4,30000,0.7619854
39,48,6,30000,0.781924067
31,23,8,5000,0.911535382
23,12,8,20000,0.855737341
50,28,2,20000,0.761417361
26,1,1,30000,0.681597015
15,34,3,30000,0.761419264
2,38,6,5000,0.881845895
20,34,4,10000,0.841341674
27,15,7,10000,0.870364824
9,44,4,5000,0.843696332
28,26,3,10000,0.828291286
20,17,8,30000,0.816535539
48,1,5,10000,0.853804891
14,18,1,20000,0.702518886
45,3,2,20000,0.75528646
46,39,1,30000,0.668259859
3,11,7,20000,0.837044758
39,19,8,20000,0.858553373
19,45,5,10000,0.844663155
